# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.125164 0.171875 2.2997110308880007e-08 1.1720994709401931e-08 3.206792495795437e-08 3.414284007060369e-08 0.002337002199445882
0.18774600000000002 0.171875 7.88175309862845e-08 7.620250109303315e-09 3.8114299313999586e-08 3.8868599459274145e-08 0.004326921128979093
0.25032800000000005 0.9375 1.6587559843329139e-07 1.330480538541287e-08 6.331424197569812e-09 1.4734475854718546e-08 0.017299893575703943
0.31291 0.9375 1.9243399718744233e-07 1.3564398410619837e-08 1.1160083746547672e-08 1.756531734617919e-08 0.04219206250388823
0.37549200000000005 0.109375 1.4535162620778304e-07 3.385809717585861e-08 9.518240743685284e-08 1.010250534760806e-07 0.08844612170573907
0.4380740000000001 0.109375 1.2204259296802015e-07 3.958815424252249e-08 6.537320035112279e-08 7.642563235248887e-08 0.1295269044195911
0.5006560000000001 0.4375 1.5593221135880773e-07 2.2528647182141494e-08 1.9681558134893625e-08 2.991494065637786e-08 0.32997861476140444
0.5632380000000001 0.109375 1.8928623146974834e-07 3.5130339621937796e-08 3.1287942939020285e-08 4.704334315615847e-08 0.5936605906467919
0.62582 0.109375 1.8376295622529515e-07 4.0304893786060324e-08 1.0553346595912609e-07 1.1296812338200378e-07 0.8039934277919452
0.6884020000000001 0.109375 1.4178277471866107e-07 4.01544739141628e-08 1.481674786390082e-07 1.5351216076117271e-07 1.0231160410424265
