# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.15557999999999997 0.1375 1.235809392469703e-07 2.2679219263412636e-08 3.233896998431826e-08 3.9498809678831895e-08
0.2096008333333333 0.1375 1.1877988935606595e-07 8.71973258609913e-09 2.580925663270387e-08 2.7242457016683495e-08
0.26362166666666664 0.1375 1.2719384141442016e-07 3.350797412751915e-08 1.9718761188292254e-08 3.887947881506893e-08
0.31764249999999994 0.1375 2.4934893278838876e-07 2.38938372172673e-08 2.5456612182225907e-08 3.4913529766575024e-08
0.37166333333333323 0.1375 4.74722457473684e-07 3.288122142236693e-08 3.2597678713012915e-08 4.630100840914307e-08
0.47970499999999994 0.1375 8.214788693160635e-07 1.4696882500000193e-07 4.0124495640530727e-07 2.273141122904533e-07
0.5877466666666665 0.1375 9.094105085583175e-07 4.185960679041411e-08 1.1026306120900476e-08 4.328748210880243e-08
0.6957883333333331 0.1375 7.096157526601039e-07 4.8185900272711145e-08 1.0844517971029111e-08 4.9391138427005687e-08
0.8038299999999998 0.1375 4.846777702143046e-07 4.819747034460781e-08 2.2327621104906028e-08 8.311797070505983e-08
0.9118716666666665 0.1375 3.231291060648441e-07 4.488677062974835e-08 1.6536287445332623e-08 8.783587544973233e-08
1.0199133333333332 0.1375 2.28917729299161e-07 3.608089711628223e-08 4.6053773142797215e-09 8.637362556747163e-08
