# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.109974 0.1375 1.4356221375585573e-07 4.59062301426051e-08 4.0641770399751575e-08 6.131178897350776e-08
0.18834627586206898 0.1375 6.839222501977558e-07 2.6986068917060836e-08 1.7423598767053597e-08 3.212210624463515e-08
0.26671855172413794 0.1375 1.5467804605682458e-06 6.119531647711376e-08 1.921339966547021e-08 6.414063833046255e-08
0.3450908275862069 0.1375 2.2314706691504474e-06 1.2252379122999766e-07 1.396942108815003e-07 1.8581321796679895e-07
0.42346310344827587 0.1375 2.28196843757555e-06 2.387920484022887e-07 1.1820886575377141e-07 2.6644882871379667e-07
0.5018353793103448 0.1375 1.961152179810321e-06 2.4343037253124157e-07 3.789666203030104e-07 4.5041541445046606e-07
0.5802076551724138 0.1375 1.924248166868904e-06 3.6265986091654324e-07 5.734980032694139e-07 6.785441286121421e-07
0.6585799310344828 0.1375 2.3890009852784024e-06 4.52719283986891e-07 7.869846473229301e-08 4.595086489336444e-07
0.7369522068965517 0.1375 2.9820777873523634e-06 4.071884839971236e-07 8.529734851567647e-07 9.451805266087285e-07
0.8153244827586207 0.1375 3.2217305241318112e-06 4.1718119030594683e-07 8.909633256035695e-07 9.837966218256997e-07
0.8936967586206896 0.1375 2.91258002133833e-06 4.4840141787466244e-07 2.183169361171358e-07 4.987244892198309e-07
0.9720690344827586 0.1375 2.1727834241384414e-06 4.14227600578257e-07 5.626915701380731e-07 6.987176169134926e-07
1.0504413103448276 0.1375 1.262774060591063e-06 3.6676370727216877e-07 9.593483811885376e-07 1.0270661777417718e-06
1.1288135862068966 0.1375 4.22336109069756e-07 3.6221979405277954e-07 8.616942737314926e-07 9.347300148092403e-07
