# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.180393 0.1375 1.1108353448516891e-07 2.6885951290770034e-08 3.3958145221217976e-08 4.331293113695941e-08
0.30566591666666665 0.1375 8.667353618327845e-07 2.3143218491908482e-08 3.4261521118880865e-08 4.1345621189477055e-08
0.43093883333333327 0.1375 3.718040289443573e-06 1.0894912227592901e-07 2.718572030570051e-09 1.0898303482001558e-07
0.55621175 0.1375 7.659210613563186e-06 2.2038662485175983e-07 2.6978652528168195e-07 3.483604937950254e-07
0.6814846666666666 0.1375 8.829973032739307e-06 4.4307031542620976e-07 2.973568154272545e-07 5.336032047251209e-07
0.8067575833333333 0.1375 6.90831377647481e-06 6.169405582374316e-07 6.758458707683852e-07 9.150864950555169e-07
0.9320305 0.1375 4.845573141429711e-06 7.174938327605179e-07 5.532277623926019e-07 9.0601233828867e-07
1.0573034166666666 0.1375 3.726873519633396e-06 8.618472730372649e-07 1.2228332927519764e-06 1.4960287376599457e-06
1.1825763333333332 0.1375 2.867986173679522e-06 8.770602276987365e-07 2.1310790047391095e-07 9.025794260093445e-07
1.3078492499999999 0.1375 1.8168829099260595e-06 7.220131147364931e-07 1.051806521005678e-06 1.2757742337426164e-06
1.4331221666666665 0.1375 7.006786833036052e-07 6.400697002517062e-07 1.3804900102377381e-06 1.521657612456396e-06
1.558395083333333 0.1375 -2.1807621519140193e-07 6.888490575347609e-07 8.249334617425389e-07 1.0747224015386752e-06
