# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.109974 0.1375 1.0974403991460433e-06 2.7376442548896016e-08 9.371849354696872e-09 2.8936156741352788e-08
0.18634483333333335 0.1375 1.7974087121544855e-06 7.231209768883178e-08 9.39300593461137e-08 1.1854069141406081e-07
0.2627156666666667 0.1375 3.502155137020891e-06 1.6212366817400687e-07 1.5240069016615275e-06 1.5326059898402344e-06
0.3390865 0.1375 6.7072738291022944e-06 2.6864746149416385e-07 5.98513029942685e-08 2.752337861480127e-07
0.41545733333333335 0.1375 6.311896340786369e-06 3.2153692673377524e-07 4.737809716694034e-07 5.725857179230068e-07
0.4918281666666667 0.1375 4.743233250638e-06 4.537117527779562e-07 6.668304106645968e-08 4.5858585082263105e-07
0.568199 0.1375 4.960727812424745e-06 3.939091847000786e-07 3.7435154295005407e-07 5.434183687548359e-07
0.6445698333333334 0.1375 6.419247246715925e-06 4.3576763513643513e-07 1.481540625039685e-07 4.6026411772897426e-07
0.7209406666666667 0.1375 7.60105580030272e-06 4.893748194499688e-07 2.2540448437922998e-08 4.898936473638664e-07
0.7973115 0.1375 7.762205832962118e-06 4.5229495800910907e-07 1.1661070996004175e-07 4.6708541693982136e-07
0.8736823333333333 0.1375 6.97823616329444e-06 3.794750745967508e-07 3.191679491676167e-07 4.958523086727256e-07
0.9500531666666667 0.1375 5.653273698859098e-06 3.5557500583621655e-07 3.244414173834524e-07 4.813479179234174e-07
