# estar	 lambda	 rho	 errBayes	 errBoot	 A/A0	 likelihood

0.64152 2.0 7.013451790038368e-08 6.547503724292829e-09 5.110179361961167e-09 0.0409554881468826 -916.8444508595916
0.64152 1.0 6.717702183022566e-08 8.301805232388634e-09 6.667516383217267e-09 0.03206761223616375 -918.2850192935115
0.64152 0.9375 6.694338043647705e-08 8.484829461414282e-09 6.827467328569682e-09 0.031346387560774014 -918.2679876625135
0.64152 0.6875 6.592048156858489e-08 9.418314191949952e-09 7.618716426497173e-09 0.02817903925071547 -917.9216481698379
0.64152 0.4375 6.471587414970692e-08 1.0966527697577855e-08 8.789239406671933e-09 0.024530438766587063 -916.7956102717789
0.64152 0.1875 6.33185216897913e-08 1.4759947536847072e-08 1.0752859315911675e-08 0.020617273248423124 -913.4407531247091
0.64152 0.171875 6.323926044190044e-08 1.5241463736577276e-08 1.0928498491015342e-08 0.020381270221219445 -913.0376920647496
0.64152 0.109375 6.305181680817552e-08 1.8116931391541867e-08 1.17864952479281e-08 0.01945112240021959 -910.8339493081963
0.7217100000000001 2.0 1.2231795494317425e-07 7.90534406913051e-09 5.86013159251434e-09 0.07881828649688662 -915.465533072622
0.7217100000000001 1.0 1.1814174387085001e-07 1.0274145590918581e-08 6.6675976085554485e-09 0.07248234961987308 -918.1562591184463
0.7217100000000001 0.9375 1.1773500666334065e-07 1.053999360315395e-08 6.744377274217691e-09 0.0720468620370726 -918.2233478925767
0.7217100000000001 0.6875 1.1570257115789465e-07 1.1946998341843574e-08 7.141120893594066e-09 0.0701175640843514 -918.2231023956417
0.7217100000000001 0.4375 1.1235592585947602e-07 1.4432366943352203e-08 7.901385400962148e-09 0.06740702216355782 -917.460755720098
0.7217100000000001 0.1875 1.0361140187789758e-07 2.0786542649555572e-08 1.0847083557230512e-08 0.06089664333476757 -914.4879955953503
0.7217100000000001 0.171875 1.0244830503847042e-07 2.1581420455515666e-08 1.1332549093389915e-08 0.06005294526560052 -914.1092457587034
0.7217100000000001 0.109375 9.543603303459326e-08 2.6176612929686457e-08 1.4574599809976107e-08 0.05510039266504083 -912.0033427633792
0.8019000000000001 2.0 1.7122062636776674e-07 9.883723053186743e-09 6.360211908031914e-09 0.1663695015540698 -913.7165526693702
0.8019000000000001 1.0 1.7069181099156957e-07 1.3038015379366665e-08 8.203185756233916e-09 0.1464238821649098 -917.7480844768721
0.8019000000000001 0.9375 1.705689922986623e-07 1.3379494342861423e-08 8.427734755104214e-09 0.14447456821124982 -917.9056715062246
0.8019000000000001 0.6875 1.697717057991094e-07 1.5144642907663403e-08 9.63809856064825e-09 0.13504714815836527 -918.2787985276792
0.8019000000000001 0.4375 1.678416781948912e-07 1.8115887066934637e-08 1.1761199714277646e-08 0.12169222619547766 -917.9116131124315
0.8019000000000001 0.1875 1.60347542970615e-07 2.5244967955088187e-08 1.6713795200774556e-08 0.10019311588833431 -915.3598619484185
0.8019000000000001 0.171875 1.5918197691140387e-07 2.6116277265827698e-08 1.7303099527678595e-08 0.09825302779216048 -915.008179196831
0.8019000000000001 0.109375 1.516172210216276e-07 3.114220639191534e-08 2.0741110005836972e-08 0.08864143361145647 -913.0110229576226
0.88209 2.0 1.9896147474696167e-07 1.1442040514638108e-08 6.9894708255052036e-09 0.27678487303705496 -911.6358207477232
0.88209 1.0 2.0488898551624432e-07 1.5121623584971267e-08 9.7146500215924e-09 0.23581031098123967 -917.0952531779423
0.88209 0.9375 2.0535555375241185e-07 1.5512860735357814e-08 1.0032175416150362e-08 0.2318500790267237 -917.3492805203792
0.88209 0.6875 2.0738504322428016e-07 1.7515982922640128e-08 1.1708514783114554e-08 0.21283136871807692 -918.1210333742542
0.88209 0.4375 2.096944485168692e-07 2.0824069641256868e-08 1.452404906286884e-08 0.18652102018131475 -918.1780310930606
0.88209 0.1875 2.1174289083555773e-07 2.859247746636364e-08 2.017086421124137e-08 0.14958160406669663 -916.0836684547256
0.88209 0.171875 2.117621184340806e-07 2.9543037800213182e-08 2.0719803586371147e-08 0.14695185535886504 -915.7617143940545
0.88209 0.109375 2.1119002961271605e-07 3.511339406248703e-08 2.336580520890475e-08 0.136421633906986 -913.8843074305537
0.96228 2.0 1.9930853117758905e-07 1.2143414696028803e-08 7.2865897942162854e-09 0.3740160118507459 -909.2516934591713
0.96228 1.0 2.1016224648574808e-07 1.6114284649609852e-08 9.769136627050507e-09 0.32779971430993027 -916.224423244598
0.96228 0.9375 2.1111795571765663e-07 1.6544113396322053e-08 1.0021328906378758e-08 0.3240476552035203 -916.5805257752809
0.96228 0.6875 2.1557354670155813e-07 1.8779063029620096e-08 1.1294375171257436e-08 0.30715304429003265 -917.7746209194563
0.96228 0.4375 2.2176540616956492e-07 2.26098759229451e-08 1.3361456997494134e-08 0.2855101276302689 -918.2827949078852
0.96228 0.1875 2.3369316871311466e-07 3.217798658806683e-08 1.8046305438787508e-08 0.25306807618843685 -916.679840203691
0.96228 0.171875 2.3505037698022943e-07 3.338036685972936e-08 1.8599115739138182e-08 0.25024470122873055 -916.3901499657829
0.96228 0.109375 2.428518226137925e-07 4.0444362095865115e-08 2.1797472058529015e-08 0.23655527142691254 -914.6432384227044
1.04247 2.0 1.780030693798387e-07 1.2450614071327565e-08 7.0642842334189024e-09 0.4722111474003247 -906.5854345716526
1.04247 1.0 1.8951140514326222e-07 1.6658145909492306e-08 9.232820040773926e-09 0.4263717697141695 -915.156448778163
1.04247 0.9375 1.9057435796968344e-07 1.7119639968589906e-08 9.428728171022517e-09 0.4231457191139974 -915.6200618431792
1.04247 0.6875 1.9563224505014062e-07 1.9541649080986754e-08 1.0353469337227297e-08 0.40973260221751134 -917.25910303547
1.04247 0.4375 2.0297011604394414e-07 2.3780609717468535e-08 1.1712982873870397e-08 0.3947175353725825 -918.2437940266637
1.04247 0.1875 2.1853481199825114e-07 3.47091255835696e-08 1.531313053473765e-08 0.37024309586220505 -917.1641471200359
1.04247 0.171875 2.2045061653984692e-07 3.60994177786173e-08 1.5869429578653065e-08 0.3674071235321005 -916.9091235952876
1.04247 0.109375 2.3202909587737101e-07 4.426693770212707e-08 1.9752131386129696e-08 0.3504276355735021 -915.3030490054082
1.1226600000000002 2.0 1.459290562247302e-07 1.275315423002326e-08 6.516562074515171e-09 0.5955029038398867 -903.653182713078
1.1226600000000002 1.0 1.538750501707006e-07 1.7240518003514985e-08 8.709537519369921e-09 0.5460016038183659 -913.907875271558
1.1226600000000002 0.9375 1.5464340013479255e-07 1.7732693644971033e-08 8.93645314741767e-09 0.5419044789377232 -914.4843211840779
1.1226600000000002 0.6875 1.583463034850785e-07 2.0307547415573177e-08 1.0091548091248347e-08 0.5232869871482893 -916.5901590846249
1.1226600000000002 0.4375 1.6380761013311355e-07 2.4770206524465284e-08 1.2017448115096766e-08 0.498719955710811 -918.0753928146596
1.1226600000000002 0.1875 1.7571144807761444e-07 3.6064619611571804e-08 1.6822870210939576e-08 0.45767360945657065 -917.5490819338117
1.1226600000000002 0.171875 1.7722075765945728e-07 3.749030918462102e-08 1.74392450226132e-08 0.45366812789897765 -917.3310007606906
1.1226600000000002 0.109375 1.8657937086253967e-07 4.586832880327932e-08 2.118448280886909e-08 0.43289370361015234 -915.8756511875142
1.2028500000000002 2.0 1.1287508209921877e-07 1.3063690307209825e-08 5.9980438797914095e-09 0.7381342712194595 -900.4673420777935
1.2028500000000002 1.0 1.1483440412446389e-07 1.7815738517348776e-08 8.189516514807356e-09 0.686215201625215 -912.4919658628563
1.2028500000000002 0.9375 1.150616384716772e-07 1.8336985862155247e-08 8.456137482229608e-09 0.6810031365072358 -913.1865200023335
1.2028500000000002 0.6875 1.1619463222149897e-07 2.1054557486749654e-08 9.921259156352134e-09 0.654925829639779 -915.7805468865528
1.2028500000000002 0.4375 1.1790608644837373e-07 2.570954985967243e-08 1.2640494948621903e-08 0.6145249683102213 -917.7893342885455
1.2028500000000002 0.1875 1.2173437920620344e-07 3.7168466171433885e-08 1.934497667902239e-08 0.541295446192387 -917.8447521618133
1.2028500000000002 0.171875 1.2225020178255406e-07 3.859209905490999e-08 2.010432775459519e-08 0.534771369476033 -917.6657706269914
1.2028500000000002 0.109375 1.256536314609837e-07 4.692543951394643e-08 2.4080844558577908e-08 0.5054935857283024 -916.3705787007403
1.2830400000000002 2.0 8.486742220129932e-08 1.3263340540238264e-08 5.751653692293864e-09 0.8767503838296385 -897.0375795817633
1.2830400000000002 1.0 8.048303276282587e-08 1.8171010262288316e-08 7.765639000466494e-09 0.8252744965215786 -910.9194372626779
1.2830400000000002 0.9375 8.011566909827376e-08 1.8711351785037707e-08 8.023784904261428e-09 0.8198284873797786 -911.7373756552929
1.2830400000000002 0.6875 7.84010647050707e-08 2.153224838220008e-08 9.483498574795449e-09 0.791704603940548 -914.8407573586745
1.2830400000000002 0.4375 7.59489567523221e-08 2.637076919967473e-08 1.23202103351775e-08 0.7454754290075046 -917.3953575359566
1.2830400000000002 0.1875 7.097919593366026e-08 3.8252197280883825e-08 1.9649554211665497e-08 0.6549685033452328 -918.0594810335666
1.2830400000000002 0.171875 7.041766684822752e-08 3.972262418855393e-08 2.0494614572411553e-08 0.6465625241776826 -917.9216480010431
1.2830400000000002 0.109375 6.729844151614745e-08 4.8305133241157646e-08 2.491951950271075e-08 0.6084763143831902 -916.7956099691344
1.3632300000000002 2.0 6.426522337190101e-08 1.329665396698931e-08 5.728176469631599e-09 0.9961057684217026 -893.3715440365528
1.3632300000000002 1.0 5.466447655297599e-08 1.8229223163411332e-08 7.610777483236192e-09 0.9419501847158173 -909.1990061081946
1.3632300000000002 0.9375 5.379384509623775e-08 1.8774036616592004e-08 7.834785606778738e-09 0.9367309628039648 -910.1456371598154
1.3632300000000002 0.6875 4.9659074383727106e-08 2.1627440391889815e-08 9.06987352989018e-09 0.9107556019866851 -913.7794872015476
1.3632300000000002 0.4375 4.3704989275576756e-08 2.6564206166086377e-08 1.1425154770700119e-08 0.8699769261461504 -916.9016329407153
1.3632300000000002 0.1875 3.17862996217119e-08 3.8908921687088946e-08 1.7808277730455947e-08 0.7890631369365749 -918.2002257915728
1.3632300000000002 0.171875 3.041043166803875e-08 4.045284775884257e-08 1.8594350869283004e-08 0.7810597338430049 -918.1054915275578
1.3632300000000002 0.109375 2.2420554837299943e-08 4.949394593895528e-08 2.2976446941809737e-08 0.7422749813932982 -917.1571948025319
1.4434200000000001 2.0 5.096627748807009e-08 1.3182479992819206e-08 5.712551316407341e-09 1.0963097623970381 -889.4753856808566
1.4434200000000001 1.0 3.798073354804863e-08 1.8054400639113622e-08 7.661719796590866e-09 1.032578349314494 -907.3378051278034
1.4434200000000001 0.9375 3.677137377814345e-08 1.8592373950861993e-08 7.867759610109619e-09 1.0271663765470769 -908.4184885359775
1.4434200000000001 0.6875 3.100061896314387e-08 2.1415201046847412e-08 8.926075075219423e-09 1.0022914081868337 -912.6039915222616
1.4434200000000001 0.4375 2.2724032806120646e-08 2.6334085622799216e-08 1.0714911500028141e-08 0.9688101258499829 -916.3150778476393
1.4434200000000001 0.1875 6.744765201783107e-09 3.888538458174848e-08 1.5304215286109596e-08 0.9105893883890885 -918.2728768834683
1.4434200000000001 0.171875 4.94632588005092e-09 4.0477633859786596e-08 1.5902630374621038e-08 0.904734403908485 -918.2231023941108
1.4434200000000001 0.109375 -5.438985851038613e-09 4.986549740936532e-08 1.9528949651726647e-08 0.8742317589932196 -917.460755715194
1.5236100000000001 2.0 4.364391669851329e-08 1.2966151416277123e-08 5.542558262443737e-09 1.1850571520776678 -885.35413151358
1.5236100000000001 1.0 2.91910372965163e-08 1.775183589390521e-08 7.67667343394542e-09 1.1080139553187627 -905.3417058355466
1.5236100000000001 0.9375 2.782164251185835e-08 1.8278694575809202e-08 7.889822132572407e-09 1.1017605559170518 -906.5618616852161
1.5236100000000001 0.6875 2.126922913556542e-08 2.1042194134418927e-08 8.930266819742131e-09 1.0744044544781903 -911.3203542480595
1.5236100000000001 0.4375 1.192555700872176e-08 2.586677213363857e-08 1.0469097915607256e-08 1.0424703234962525 -915.6415916176935
1.5236100000000001 0.1875 -5.313988476361447e-09 3.8314632602957e-08 1.3638213889915728e-08 1.0001189403286266 -918.2824769293611
1.5236100000000001 0.171875 -7.1729471199683365e-09 3.990917914325097e-08 1.4031723294395424e-08 0.9963152702318441 -918.2794427316434
1.5236100000000001 0.109375 -1.7686096543007217e-08 4.936783846712159e-08 1.6557873205526884e-08 0.975935560106547 -917.7109063104442
1.6038000000000001 2.0 4.061368387997361e-08 1.2687814067935839e-08 5.173357142361316e-09 1.2687513579046503 -881.0119565121945
1.6038000000000001 1.0 2.633388586473294e-08 1.739955837594495e-08 7.466418959650593e-09 1.1813452868612198 -903.2155716556911
1.6038000000000001 0.9375 2.4961341864834986e-08 1.7916633894586075e-08 7.696588939845908e-09 1.1740570222030275 -904.580682424629
1.6038000000000001 0.6875 1.8378289053092336e-08 2.0624554794118297e-08 8.814583726011485e-09 1.142084709546803 -909.9337001754382
1.6038000000000001 0.4375 9.04582834893138e-09 2.5341001919648336e-08 1.0421033725993254e-08 1.1053978683304435 -914.8862349635954
1.6038000000000001 0.1875 -7.296854729695617e-09 3.751029985270179e-08 1.3295122464023927e-08 1.062738291689195 -918.2333841752269
1.6038000000000001 0.171875 -8.957636594897869e-09 3.9072832752196936e-08 1.3605714878639996e-08 1.0595035006217406 -918.2787985276865
1.6038000000000001 0.109375 -1.8019248512672714e-08 4.8366800576096384e-08 1.5474379075057123e-08 1.0435506839232025 -917.9116131123851
1.68399 2.0 4.0309800954130527e-08 1.2374240283580808e-08 4.6422455920377265e-09 1.3490905355152718 -876.4523799249503
1.68399 1.0 2.7418409857569242e-08 1.7032804868476696e-08 6.977612695873913e-09 1.2593649451642848 -900.963457859197
1.68399 0.9375 2.616205859633996e-08 1.7543456431342386e-08 7.219420081169177e-09 1.2514615566475025 -902.4790656427405
1.68399 0.6875 2.0120889556719495e-08 2.021432971850813e-08 8.415624880659268e-09 1.2157925710394326 -908.4483641444848
1.68399 0.4375 1.1602916483230086e-08 2.4850573833748405e-08 1.0208430224636027e-08 1.1722183545891274 -914.0533698383451
1.68399 0.1875 -2.4543768870456628e-09 3.673295887292604e-08 1.3616417923943011e-08 1.1165225277769326 -918.1293966452283
1.68399 0.171875 -3.7722461845206e-09 3.825304166603313e-08 1.397991107057231e-08 1.1122404236777994 -918.2249032886573
1.68399 0.109375 -1.0555549373050407e-08 4.7284483531545435e-08 1.5988107790781137e-08 1.0926401496994078 -918.0663178027652
1.76418 2.0 4.1482296698787175e-08 1.2041974645422959e-08 4.023731301839714e-09 1.4242050829412811 -871.6784078785475
1.76418 1.0 3.075955083743232e-08 1.665798856856407e-08 6.25853197885976e-09 1.341307809679675 -898.5887700846724
1.76418 0.9375 2.969880509944648e-08 1.7164718467784557e-08 6.4990046111017505e-09 1.3335567879670776 -900.260470888286
1.76418 0.6875 2.4582505750759702e-08 1.9814824464845603e-08 7.717870433014974e-09 1.2973428162855778 -906.8680277376574
1.76418 0.4375 1.7404347562592206e-08 2.4406970153190327e-08 9.654723550173924e-09 1.249342952455709 -913.1467707312783
1.76418 0.1875 6.355987525285711e-09 3.6090614636424734e-08 1.378757544265105e-08 1.177467658670514 -917.9738479236447
1.76418 0.171875 5.433539040223735e-09 3.757635336381117e-08 1.4255833579401964e-08 1.1713159418802979 -918.1210333742546
1.76418 0.109375 1.1537010244025522e-09 4.637307544152643e-08 1.6824025916817656e-08 1.1427810834803196 -918.1780310930603
