# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.15464999999999998 0.1375 4.261866870233033e-08 7.46242578463394e-09 5.036133822759007e-09 9.002801923396222e-09
0.20834791666666663 0.1375 7.53675957280872e-08 7.570790484413823e-09 4.049076546706919e-09 8.585562849340916e-09
0.31574375 0.1375 2.070367738298612e-07 1.3622394561789931e-08 4.207128001252419e-10 1.3628889641393136e-08
0.42313958333333324 0.1375 4.137538530392862e-07 2.1356493305981624e-08 1.106054524321112e-08 2.4050685383280827e-08
0.5305354166666666 0.1375 5.94146554691577e-07 3.737576949800095e-08 7.108237674974214e-09 3.804569868476095e-08
0.63793125 0.1375 6.368620195466764e-07 5.0548184004215176e-08 1.9085928166588405e-08 5.403139420840598e-08
0.7453270833333332 0.1375 5.401272719652469e-07 6.184827746958764e-08 2.986592398537236e-08 6.868175042509577e-08
0.8527229166666666 0.1375 3.8884992518072743e-07 6.568563853062054e-08 4.71348277408744e-09 6.585453689030818e-08
0.9601187499999998 0.1375 2.583834602203905e-07 7.065067540284604e-08 2.6949330166938896e-08 7.561603223738334e-08
1.0675145833333333 0.1375 1.7410131245402242e-07 7.997703329673526e-08 3.3752188034116466e-08 8.680746541650353e-08
