# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.35168 0.46875 6.511457039223433e-07 9.41824172269482e-09 2.9902423194589393e-09 9.881539671336277e-09
0.46273684210526317 0.46875 9.636371185678686e-07 2.660069289747524e-08 1.2273104714311873e-08 2.929549388479829e-08
0.5737936842105263 0.46875 2.5060400494359125e-06 7.580719248113122e-07 1.29471882191566e-05 1.2969362198098046e-06
0.6848505263157895 0.46875 2.4519975239246178e-06 8.160152751528532e-08 4.868015148207152e-07 4.935934806341864e-07
0.7959073684210527 0.46875 3.7493427271992873e-06 8.419911557849714e-08 6.0541086318187e-08 6.0370493815044339e-07
0.9069642105263158 0.46875 4.758031193154325e-06 1.0196615378109378e-07 2.557419616351146e-07 2.753199002213354e-07
1.018021052631579 0.46875 5.1448215721950405e-06 1.1214171549395269e-07 3.1725800056984366e-07 3.364942841706253e-07
1.129077894736842 0.46875 5.040208135399081e-06 1.149015503544522e-07 1.8803822558027985e-07 2.2036501662749676e-07
1.2401347368421054 0.46875 4.684038910841874e-06 1.147007823908004e-07 4.125996566254306e-08 1.2189607970536207e-07
1.3511915789473683 0.46875 4.252061799799879e-06 1.095738337851885e-07 2.6064488308488844e-07 4.8274048194186713e-07
