# estar	 lambda	 rho	 errBayes	 errBoot	 A/A0	 likelihood

0.43677 0.9375 1.1879344109664986e-07 1.5678924913167457e-08 1.2394358860137033e-08 0.07173173833708515 -835.1126385658098
0.43677 0.6875 1.1569283261899868e-07 1.740926214854418e-08 1.4232619251469448e-08 0.06279535423062073 -834.1779046132933
0.43677 0.4375 1.1008012995340605e-07 2.0184330469603152e-08 1.692018772292911e-08 0.05232261454404956 -832.7040110202321
0.43677 0.1875 9.650783139849704e-08 2.6608448732992008e-08 2.1654630280626855e-08 0.04018941399498416 -829.7861869830448
0.43677 0.171875 9.498029620072162e-08 2.7395935473937362e-08 2.211377797494778e-08 0.03936866622588817 -829.4791468825325
0.43677 0.109375 8.714674483377507e-08 3.201698488276536e-08 2.4425306725572476e-08 0.03599119533484292 -827.8502610875219
0.4853 2.0 1.5618996931850346e-07 1.2748649126589012e-08 8.890306625176961e-09 0.13755594574864444 -837.0967934690914
0.4853 1.0 1.5767817429687185e-07 1.656710556359994e-08 1.1571410578219059e-08 0.11602990891914858 -835.8553408541861
0.4853 0.9375 1.5784322121566465e-07 1.6975823533571996e-08 1.1857652152165913e-08 0.11420664711336084 -835.6903690286529
0.4853 0.6875 1.5875663392938677e-07 1.9086550632157655e-08 1.3290964239279341e-08 0.10608409679096102 -834.8223440032865
0.4853 0.4375 1.6056641217157184e-07 2.2667378833189698e-08 1.545640081853655e-08 0.09647371790932227 -833.403008908243
0.4853 0.1875 1.6588193042071355e-07 3.164001547422836e-08 1.9359440654729968e-08 0.08533113618404621 -830.5235922372965
0.4853 0.171875 1.6655722148066092e-07 3.27820794878217e-08 1.97493053029217e-08 0.0845624368988306 -830.2200609353836
0.4853 0.109375 1.702712895501502e-07 3.9569194639359174e-08 2.1863883164454953e-08 0.08117261675263365 -828.6178318088123
0.53383 2.0 1.745338419394393e-07 1.3468813824509181e-08 8.389801138529953e-09 0.19789480554358177 -837.196513609969
0.53383 1.0 1.8160336256588787e-07 1.7946069059307738e-08 9.887743159553487e-09 0.18490502596909872 -836.3028242087044
0.53383 0.9375 1.8244345190015603e-07 1.8444613110273416e-08 1.0067426355671539e-08 0.1837256909376471 -836.1584939181012
0.53383 0.6875 1.870659957199451e-07 2.1063605262561747e-08 1.1091101677653166e-08 0.17785172533622656 -835.369412007275
0.53383 0.4375 1.958809829463142e-07 2.5608423557861983e-08 1.3223646573825507e-08 0.16832196083850542 -834.018052624956
0.53383 0.1875 2.202847478085041e-07 3.687410023427885e-08 2.0123527520925967e-08 0.14686791210345462 -831.1842423527291
0.53383 0.171875 2.2333858096573148e-07 3.826193605166671e-08 2.1071411675170213e-08 0.14448703384467992 -830.8833963687424
0.53383 0.109375 2.4019172380235756e-07 4.626684088763776e-08 2.6649036996923716e-08 0.1321785563125001 -829.2996191369863
0.58236 2.0 1.765695614390313e-07 1.4628482354044694e-08 7.812331588345482e-09 0.2956029705182789 -837.1579579003346
0.58236 1.0 1.8601895042875087e-07 1.9757542151232555e-08 9.896279170744906e-09 0.275033733314945 -836.6498098139615
0.58236 0.9375 1.8715172443531018e-07 2.0322958685489797e-08 1.0160441165604541e-08 0.2729599979447891 -836.5287901684492
0.58236 0.6875 1.933907776423469e-07 2.327524094997806e-08 1.1670965077568129e-08 0.2623280075711925 -835.8300609899981
0.58236 0.4375 2.0530205607429306e-07 2.8330471409998345e-08 1.4761694046532086e-08 0.24447714594408987 -834.5596157368512
0.58236 0.1875 2.387171105476046e-07 4.0508733698157265e-08 2.4288008969593187e-08 0.2032683629459767 -831.7821618078555
0.58236 0.171875 2.429786458196402e-07 4.197404557384688e-08 2.5567973600974014e-08 0.19863790078000002 -831.4838588590023
0.58236 0.109375 2.6694480101057545e-07 5.027622934930524e-08 3.301423154626803e-08 0.17463156739754318 -829.9140228451479
0.6308900000000001 2.0 1.649509319940931e-07 1.5806867395949397e-08 7.415832102106989e-09 0.4205052368787559 -836.9922058505558
0.6308900000000001 1.0 1.7312336004340304e-07 2.1440811006728604e-08 1.1044266218885102e-08 0.37697378104341117 -836.9058314412808
0.6308900000000001 0.9375 1.7410833078467586e-07 2.204805478316682e-08 1.1477799913522449e-08 0.37248842649533764 -836.8106390069131
0.6308900000000001 0.6875 1.7953516861737124e-07 2.5181340260153714e-08 1.3793546834153919e-08 0.3503037831884183 -836.2129699988207
0.6308900000000001 0.4375 1.8989315580597234e-07 3.0435405335821936e-08 1.783255724680488e-08 0.3173327190168446 -835.0356959607088
0.6308900000000001 0.1875 2.1917191611106276e-07 4.2899759737084735e-08 2.7421323351965276e-08 0.259513621742901 -832.3270211089684
0.6308900000000001 0.171875 2.2295760525929627e-07 4.4407078875726665e-08 2.8559715919881544e-08 0.2540854773218597 -832.031563153555
0.6308900000000001 0.109375 2.4458592097002797e-07 5.305056515699545e-08 3.494506340061206e-08 0.2277976660952012 -830.473905223607
0.67942 2.0 1.4494029718866732e-07 1.6539061730630003e-08 7.193797152891002e-09 0.5432220890424897 -836.7081284665453
0.67942 1.0 1.49351186844226e-07 2.24991317021799e-08 1.1526484414071033e-08 0.4822266643075115 -837.0786097819101
0.67942 0.9375 1.4988960993357132e-07 2.313698075026837e-08 1.2033262295724864e-08 0.4758656661166999 -837.0116435416336
0.67942 0.6875 1.5285500026015214e-07 2.6415494812183058e-08 1.4691542450282157e-08 0.4446192926511772 -836.5251755467546
0.67942 0.4375 1.584700870838711e-07 3.1878412953657714e-08 1.909667699243969e-08 0.3999486023639703 -835.4526468916579
0.67942 0.1875 1.7406159193147873e-07 4.489711178693306e-08 2.7987362364954353e-08 0.3338097571889108 -832.8257691065251
0.67942 0.171875 1.7606952120641624e-07 4.6498738958832946e-08 2.888661788004981e-08 0.32875593754269805 -832.5337317986981
0.67942 0.109375 1.8762164307503032e-07 5.587018413993856e-08 3.344598323423532e-08 0.3072143005211721 -830.9884315642926
0.72795 2.0 1.2186856812694698e-07 1.677646257247481e-08 7.2508217307134876e-09 0.6424773444725814 -836.3129365771971
0.72795 1.0 1.2172904769848598e-07 2.2879866269279153e-08 1.1091906550810966e-08 0.5815457381170424 -837.1744857825064
0.72795 0.9375 1.2172837705932387e-07 2.3539425063338e-08 1.1547047558255046e-08 0.5752439488808473 -837.138054184462
0.72795 0.6875 1.2172671747095378e-07 2.6949284565803447e-08 1.3961384748704995e-08 0.5441558933697491 -836.7724797213297
0.72795 0.4375 1.2162443167761977e-07 3.269969851804408e-08 1.8049785298917196e-08 0.4990964759337234 -835.8156605451258
0.72795 0.1875 1.2033513079164008e-07 4.6664889290617734e-08 2.6436075430236105e-08 0.43142260346608335 -833.2836068130301
0.72795 0.171875 1.2007932986095867e-07 4.8401385294394015e-08 2.727510429410165e-08 0.4263103874864483 -832.9957234944836
0.72795 0.109375 1.1835920103119744e-07 5.8617868787956846e-08 3.144189138413071e-08 0.4049874631474603 -831.4642771376803
0.7764800000000001 2.0 9.968547910556079e-08 1.6730236688246464e-08 7.556552381964307e-09 0.720049087117531 -835.8125694452666
0.7764800000000001 1.0 9.559188434317222e-08 2.2836627203776706e-08 1.0363286379435622e-08 0.6700748884980088 -837.19873006041
0.7764800000000001 0.9375 9.512725621871668e-08 2.3506882703390415e-08 1.0693339280031346e-08 0.665238733302586 -837.1950712983993
0.7764800000000001 0.6875 9.258372530940946e-08 2.700518949941712e-08 1.2482696110182427e-08 0.6414247810983442 -836.959729377777
0.7764800000000001 0.4375 8.76110953552369e-08 3.3018350103746525e-08 1.572986651412127e-08 0.6056347006176307 -836.1290652657791
0.7764800000000001 0.1875 7.180110653716567e-08 4.795085624143318e-08 2.375437916733121e-08 0.5416942497069684 -833.7045751439746
0.7764800000000001 0.171875 6.95586162578366e-08 4.981512132261177e-08 2.4710396652405308e-08 0.5357160750627064 -833.4216610708877
0.7764800000000001 0.109375 5.5910423159965793e-08 6.07265893361937e-08 3.00988345006945e-08 0.5067261042270089 -831.9064197699336
0.82501 2.0 8.061013989294426e-08 1.6620110126771925e-08 7.855215666942738e-09 0.7935149885778358 -835.211975906662
0.82501 1.0 7.39089883821487e-08 2.2674127450156126e-08 9.8891822020385e-09 0.752280636855679 -837.1557698813618
0.82501 0.9375 7.314479935976333e-08 2.334626744574883e-08 1.0107413569752513e-08 0.7488522036059283 -837.1870669879015
0.82501 0.6875 6.897739706287782e-08 2.688020693593535e-08 1.1289313625601318e-08 0.732446234555133 -837.0910165818088
0.82501 0.4375 6.094601751813533e-08 3.304589710406013e-08 1.3596899437832588e-08 0.7072014004421279 -836.3965222454134
0.82501 0.1875 3.6069603442725666e-08 4.86333366110238e-08 2.10755979771453e-08 0.6497875322709455 -834.0919169608046
0.82501 0.171875 3.256986635448864e-08 5.058588995290774e-08 2.215610415777374e-08 0.6429858275088126 -833.8148215106235
0.82501 0.109375 1.1201445296215814e-08 6.196248005441047e-08 2.8891524062029843e-08 0.605195165101649 -832.3186636377227
0.8735400000000001 2.0 6.543046368526312e-08 1.6547462010349814e-08 7.894740341194101e-09 0.8797431116398039 -834.5153217222258
0.8735400000000001 1.0 5.7633443679778294e-08 2.257356850531778e-08 9.711038176612433e-09 0.8383123417500441 -837.049359152311
0.8735400000000001 0.9375 5.6751573432563974e-08 2.324491075049938e-08 9.888648153103738e-09 0.8352459548100041 -837.1177512872479
0.8735400000000001 0.6875 5.196991150591747e-08 2.6783843788146313e-08 1.0821673246317951e-08 0.8211708059903342 -837.1698276092113
0.8735400000000001 0.4375 4.286147491213159e-08 3.2994447547967164e-08 1.2645131676997545e-08 0.8000942504790228 -836.6211628625898
0.8735400000000001 0.1875 1.5017131894150293e-08 4.8840868534534374e-08 1.94482259988566e-08 0.7466098287267124 -834.4483056639406
0.8735400000000001 0.171875 1.1105169318394178e-08 5.0833972290820406e-08 2.0524175167979735e-08 0.7395900053224009 -834.1778832822565
0.8735400000000001 0.109375 -1.2903181233332152e-08 6.245381176844693e-08 2.7515173817464642e-08 0.6983394179059952 -832.7039882267989
0.9220700000000001 2.0 5.401232304511003e-08 1.6502047327949597e-08 7.575680281522865e-09 0.9841491026331013 -833.7261452453363
0.9220700000000001 1.0 4.6418125980685696e-08 2.2556603412481418e-08 9.544717441011586e-09 0.9357449535662711 -836.8827078341048
0.9220700000000001 0.9375 4.5572176238263495e-08 2.3229521452416132e-08 9.74315473097211e-09 0.9319885757050133 -836.99029882753
0.9220700000000001 0.6875 4.102252491056285e-08 2.6772192994471123e-08 1.078532292740854e-08 0.9146270479753658 -837.1991564635051
0.9220700000000001 0.4375 3.248255304521382e-08 3.2975909738644955e-08 1.274980656535509e-08 0.8892030368522482 -836.8056891878215
0.9220700000000001 0.1875 6.7780034325522155e-09 4.879903451275944e-08 1.925715809632654e-08 0.8317288947911318 -834.775993596051
0.9220700000000001 0.171875 3.176809171129234e-09 5.079443413235944e-08 2.0228361365522156e-08 0.8247542062697812 -834.51308695942
0.9220700000000001 0.109375 -1.9006684668775818e-08 6.247231835150195e-08 2.642785647149001e-08 0.7851020311150003 -833.0647830146094
0.9706 2.0 4.5760961538667525e-08 1.6428697371538416e-08 6.942808237250931e-09 1.1002946005136993 -832.8474762100454
0.9706 1.0 3.928810339724056e-08 2.2550033543136505e-08 9.151497708773389e-09 1.0444304959563773 -836.6585818203658
0.9706 0.9375 3.858392159867894e-08 2.3227784423309565e-08 9.392951538470137e-09 1.0395616631615574 -836.8074467365066
0.9706 0.6875 3.484216912076712e-08 2.6786209385358145e-08 1.0689217590012835e-08 1.0161863690553872 -837.1815929348396
0.9706 0.4375 2.79695342863907e-08 3.298172723665885e-08 1.3110223346125065e-08 0.9810623247107693 -836.9524501580145
0.9706 0.1875 7.803164760561666e-09 4.8674235773229996e-08 1.993907553036895e-08 0.9108475677092486 -835.0769113390787
0.9706 0.171875 5.001410494938582e-09 5.0651991701331974e-08 2.0831084104862408e-08 0.903516898575619 -834.8223423014351
0.9706 0.109375 -1.2265031990733155e-08 6.226626460322883e-08 2.6092438375257414e-08 0.8657891545056368 -833.4030070306362
1.01913 2.0 3.994206901252632e-08 1.6282704841085617e-08 6.127464937513347e-09 1.2158916446922474 -831.8819277416379
1.01913 1.0 3.511143296079231e-08 2.2468681278991982e-08 8.476547605205183e-09 1.157178119321361 -836.3793809583271
1.01913 0.9375 3.4606059857523624e-08 2.3152037220697227e-08 8.7532421282338e-09 1.1514633386359698 -836.5715712220237
1.01913 0.6875 3.197414815874979e-08 2.6732412470387882e-08 1.0270229187204213e-08 1.1229358706195367 -837.1193918693172
1.01913 0.4375 2.7318566736711527e-08 3.2935077954140526e-08 1.3126621753600962e-08 1.078067372700546 -837.063500841257
1.01913 0.1875 1.433684168193434e-08 4.851732637875125e-08 2.059708888258548e-08 0.9909580136031622 -835.3527362912226
1.01913 0.171875 1.2574450769234753e-08 5.047516845121201e-08 2.148804808008183e-08 0.9826236076319379 -835.107301677291
1.01913 0.109375 1.7950924757755821e-09 6.198377141116338e-08 2.633237989718372e-08 0.9433525158665482 -833.7202986974706
1.06766 2.0 3.5864109242268636e-08 1.60503366254841e-08 5.2971390728211205e-09 1.3195250245249694 -830.8317686015282
1.06766 1.0 3.2862267561622856e-08 2.226306266799156e-08 7.610493724251824e-09 1.2640271734345576 -836.047200667851
1.06766 0.9375 3.2572587994830833e-08 2.2949433726542565e-08 7.900418418942452e-09 1.2581113097110217 -836.2847481326204
1.06766 0.6875 3.1129066207420086e-08 2.6543395962532585e-08 9.518276568722693e-09 1.2275764581805397 -837.0145282828247
1.06766 0.4375 2.8797152033815284e-08 3.2757162441762886e-08 1.2612429531455922e-08 1.1772018765415033 -837.1406494562318
1.06766 0.1875 2.3220403271080085e-08 4.829185682835705e-08 2.062912158542357e-08 1.076158129343511 -835.6049415672096
1.06766 0.171875 2.2530385348012844e-08 5.023769170328639e-08 2.156487625204443e-08 1.0665260021603753 -835.3694119023626
1.06766 0.109375 1.8506100381115393e-08 6.166344633556344e-08 2.6512956488416624e-08 1.0221803204121547 -834.0180525044709
