# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.23498999999999998 0.1375 2.9422462357319723e-09 1.1717507286632018e-08 8.873050866927274e-10 1.1751054732624863e-08
0.31332 0.1375 -1.5644768521743097e-08 3.2385374800246614e-08 1.120835931716741e-08 3.4270100956010936e-08
0.39165 0.1375 2.9767243156478163e-08 6.039133307894109e-08 1.2784237296693248e-08 6.172965117599295e-08
0.46998 0.1375 2.5284336732990156e-07 7.212373298200184e-08 3.1689988865682764e-08 7.877872970266909e-08
0.5483100000000001 0.1375 7.179248047452874e-07 1.518699442366781e-07 8.698588961217128e-08 1.750172133079274e-07
0.6266400000000001 0.1375 1.3916540153210677e-06 2.2100499875039772e-07 5.433822576271161e-08 2.275870212725293e-07
0.7833000000000001 0.1375 2.9221225285125417e-06 2.6922116793502254e-07 2.3596238043314656e-07 3.5799201421815904e-07
0.9399600000000001 0.1375 3.7546217080354843e-06 3.858453381035048e-07 8.583624817945915e-08 3.9527773329360916e-07
1.0966200000000002 0.1375 3.3341625362489437e-06 4.0088236752792407e-07 3.4127716778608595e-07 5.264758093653362e-07
1.2532800000000002 0.1375 2.236963623200124e-06 3.218591235202739e-07 3.7195936033256876e-07 4.918811453311182e-07
1.4099400000000002 0.1375 1.2468988949536533e-06 3.0109105675061484e-07 6.744110414173412e-08 3.0855166015281494e-07
1.5666000000000002 0.1375 6.68479318352322e-07 3.260406913032221e-07 2.388124262214561e-07 4.041458985357409e-07
1.7232600000000002 0.1375 4.4323225028064413e-07 3.0376462064929077e-07 3.8684174400258304e-07 4.918531078087924e-07
