# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.24056999999999998 0.9375 3.086257490378511e-10 1.2067994325993426e-10 1.6190928838636962e-10 2.019362928524775e-10 0.00017899596002525102
0.32076 0.9375 2.5813192391753045e-09 5.190478916973031e-10 1.5147983479674933e-10 5.407003368090921e-10 5.179516278797634e-05
0.40095000000000003 0.109375 1.0421232180908325e-08 1.4589238578214503e-09 9.240657490779583e-11 1.461847392174304e-09 7.913479366711955e-05
0.48114 0.109375 2.4356927231074682e-08 3.031841434408049e-09 3.3872113125617897e-09 4.545906175817977e-09 0.0002146242288228779
0.56133 0.9375 4.3262117012823266e-08 2.8349778632873767e-09 5.826373902248777e-10 2.8942297444773656e-09 0.0016672777564960834
0.64152 0.109375 7.073240736877437e-08 5.1645391517226315e-09 4.191030408130025e-09 6.65110521128229e-09 0.0032662315155900777
0.7217100000000001 0.109375 1.0897928712970702e-07 7.717312456748164e-09 1.6793885058344828e-08 1.8482193779634984e-08 0.008351183245496325
0.8019000000000001 0.9375 1.5868820982408837e-07 6.1905870613134035e-09 4.517503266978702e-09 7.6636286399371e-09 0.03205197160855268
0.88209 0.6875 1.8697280109507686e-07 7.659355441912502e-09 4.613578327643219e-09 8.941522844060394e-09 0.0525093914546671
0.96228 0.109375 2.1239303757673768e-07 1.3491853083504699e-08 2.7169979826214215e-08 3.033542324385409e-08 0.06229832374986365
1.04247 0.171875 2.0123833599175865e-07 1.2308897835657106e-08 3.8022422760310164e-08 3.996515480380874e-08 0.16098140276774348
1.1226600000000002 0.109375 1.6900655420257743e-07 1.4771233955286774e-08 4.589826160456719e-08 4.821659227779483e-08 0.14083193350969253
1.2028500000000002 0.109375 1.2249629142379852e-07 1.774501103124416e-08 2.2848372037191073e-08 2.892980333927059e-08 0.3144191944701059
1.2830400000000002 0.109375 7.54309251327458e-08 1.8999849405147644e-08 1.0644554411105772e-08 2.1778448430255096e-08 0.40763043580416297
1.3632300000000002 0.109375 3.661741379690708e-08 1.8018046992455787e-08 4.1132009956944955e-08 4.4905370063284905e-08 0.4929477969633346
1.4434200000000001 0.109375 1.0138771119447951e-08 1.5807429812506625e-08 5.9442080137695366e-08 6.150801352973059e-08 0.5669079160458641
1.5236100000000001 0.109375 -3.8086025647945614e-09 1.3927642568410576e-08 6.279084369686279e-08 6.43169439547407e-08 0.6344146014783357
1.6038000000000001 0.109375 -7.322133328538868e-09 1.3420136461513259e-08 5.3451605629138557e-08 5.511056347905177e-08 0.7014584886537782
1.68399 0.109375 -3.3603418426287667e-09 1.3999255771517935e-08 3.618318076304906e-08 3.87969294182911e-08 0.7703369595329881
1.76418 0.109375 5.191165967694008e-09 1.4707729426181072e-08 1.5994143873581617e-08 2.172855133511162e-08 0.8392511535656544
