# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.2505 0.1375 -7.028747262594818e-10 2.70175271442867e-09 1.2644892491556961e-09 2.9830187379822175e-09
0.33747916666666666 0.1375 5.127611882679388e-09 1.3269509534600115e-08 3.980023877764532e-09 1.3853536492766718e-08
0.42445833333333327 0.1375 1.622678581260549e-08 1.721656027945512e-08 2.9538366558918674e-08 3.41895458704142e-08
0.5114375 0.1375 6.991932419333783e-08 4.1248729224832624e-08 2.5340580928930905e-08 4.841077054209381e-08
0.5984166666666666 0.1375 2.2084647084726784e-07 6.622158852124204e-08 3.6617603151614854e-08 7.567131323590102e-08
0.6853958333333332 0.1375 4.956755886133877e-07 7.52262899951806e-08 8.723389775427865e-08 1.1519005002101073e-07
0.7723749999999998 0.1375 8.483935414304657e-07 9.893052153826434e-08 4.6873541286474744e-08 1.0947317920188413e-07
0.8593541666666666 0.1375 1.1747964654353658e-06 1.2700288316037189e-07 5.621521828845086e-08 1.3888802359550392e-07
1.0333124999999999 0.1375 1.4220417639002326e-06 1.5368733209031447e-07 9.368621906244059e-08 1.7999139892576593e-07
1.207270833333333 0.1375 1.1671313863417413e-06 1.3992524862223986e-07 8.64177721145489e-08 1.6446004541905532e-07
1.3812291666666663 0.1375 8.222686654265225e-07 1.301870160692081e-07 1.0786850593470727e-07 1.6906884315446837e-07
