# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.22172583333333332 0.1375 8.960758444407211e-08 9.125572603000238e-09 8.806030968527554e-09 1.2681571541070723e-08
0.27887166666666663 0.1375 9.180822014040634e-08 1.2686650172008108e-08 8.955669549395155e-09 1.552916963861484e-08
0.3931633333333333 0.1375 2.798418109710867e-07 2.1040421901030755e-08 4.2635931403805706e-08 4.754494715996012e-08
0.507455 0.1375 5.386184979933743e-07 3.062734520033039e-08 4.048754235184074e-08 5.076687266035105e-08
0.6217466666666667 0.1375 6.755885859851929e-07 3.84151854833059e-08 2.9245031409899702e-08 4.828041360513409e-08
0.7360383333333332 0.1375 6.709097614502304e-07 3.8478564492940263e-08 4.5491035320065635e-08 5.95821636056364e-08
0.8503299999999999 0.1375 5.509752861596503e-07 3.5894129749428555e-08 4.3055064609591154e-08 5.605467990279563e-08
0.9646216666666666 0.1375 3.9643253924866977e-07 3.632426719190372e-08 5.553476565726818e-09 3.674633980405246e-08
1.0789133333333334 0.1375 2.683429319714752e-07 3.11326284039635e-08 1.7130374635621804e-08 3.5534353610218234e-08
1.1932049999999998 0.1375 1.8682724450213087e-07 2.6727131934590363e-08 2.1218220335896748e-08 3.4125539639274015e-08
1.3074966666666665 0.1375 1.472324260509842e-07 2.6803320463616004e-08 1.842724198184487e-08 6.252662347881751e-08
