# Energy 	 Lambda 	 Rho 	 Stat 	 Sys 	 Quadrature 
0.18098999999999998 8.544921875 -2.575661919243865e-10 1.2373988233344933e-09 1.0944717585069932e-10 1.2422296616533042e-09
0.34292842105263155 0.133514404296875 7.30062976508227e-08 1.2825149218647814e-08 8.847386097573226e-09 1.5580779609509746e-08
0.39690789473684207 0.03337860107421875 2.1985947129728723e-07 6.659894262910307e-08 2.8096626490472383e-08 7.228305181340697e-08
0.4508873684210526 2.13623046875 3.5102320099108005e-07 1.587305712404259e-08 5.836626207319932e-09 1.6912130201340487e-08
0.5048668421052631 3.35693359375 5.588780701081437e-07 1.9200562920748673e-08 1.8207912808392055e-09 1.9286702604696557e-08
0.6128257894736842 0.8392333984375 9.085697880375904e-07 2.6759800311077345e-08 2.34367251413039e-08 3.5571997386114845e-08
0.7747642105263157 0.133514404296875 9.230286079588709e-07 9.453183196724729e-08 4.750873020026939e-08 1.0579861388659998e-07
0.8827231578947368 0.008344650268554688 8.455933274432006e-07 2.5857437638313646e-07 8.661787704251092e-08 2.7269646999049963e-07
0.9906821052631578 0.008344650268554688 6.367387331880065e-07 3.157314154425557e-07 3.0689628576446073e-07 4.4030859282255807e-07
1.0986410526315789 0.008344650268554688 2.3506097196629968e-07 2.291898704273738e-07 4.008851392893744e-07 4.617758023214052e-07

